person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Olimpian Eftimie,olimpianeftimie,olimpianeftimie@141.ro,5021128185929,1999-08-15,"Soseaua Manole Nr. 236 Bl. 65  Sc. 63 Ap. 592, Motatei, 975106",0769 492 948,13:27:5d:3f:2a:99,90.148.220.108,RO81CKQH2495669238835171,2025-05-12 12:42:26,25463,451,612,1099494,a2b9b5ff-3ec7-4f4c-b0b0-6c65908f7d0a
Silvian Dinu,silviandinu,silviandinu@gmail.com,2770410240119,2010-07-10,"Soseaua Nistor, Jilava, 332959",0728 164 274,74:cc:32:08:53:b9,69.15.9.105,RO26POMT3047937680545950,2025-05-12 12:42:26,30039,663,294,7658,6c5bad28-b342-4d9f-97b6-f8acdf205220
Emanuela Diaconu,emanueladiaconu,emanueladiaconu@gmail.com,5250920399248,1992-04-22,"Aleea Nistor Nr. 49, Sebis, 304814",0765 322 110,20:9c:1f:fb:8e:b5,193.165.22.180,RO76PNSY9696549076044807,2025-05-12 12:42:26,21347,734,186,1490657,ac929c28-01ff-4847-869d-6267a33c1594
Ionică Dinu,ionicădinu,ionicădinu@post.ro,5110204391994,1969-12-29,"Aleea Dima Nr. 43 Bl. 14  Sc. 92 Ap. 505, Adjud, 103561",0267 334 923,d4:81:43:08:4e:4b,169.181.53.17,RO02OXZB9017267439930858,2025-05-12 12:42:26,318,379,689,1083464,c0a4bf1c-6a48-4621-b28f-344a04f4bf9d
Ghenadie Preda,ghenadiepreda,ghenadiepreda@gmail.com,3561203280617,2024-02-01,"Soseaua Ionelia Stancu Nr. 45 Bl. 44  Sc. 90 Ap. 669, Sandominic, 325678",0729 948 424,80:05:bc:4d:cb:96,60.110.43.172,RO41LVQS5235823288375636,2025-05-12 12:42:26,21948,327,318,1401910,82d05912-de48-4006-b295-bfab92260203
Alexandrina Barbu,alexandrinabarbu,alexandrinabarbu@kappa.ro,3830819159534,1940-10-06,"Soseaua Pop Nr. 64, Baia Sprie, 146887",0780 833 069,2c:1b:fd:8d:96:11,161.184.131.215,RO21VUZU9064823825129078,2025-05-12 12:42:26,9638,666,762,1780536,0b68613b-7b7b-408c-a5e8-01c525c76a24
Măriuca Cristea,măriucacristea,măriucacristea@kappa.ro,7340213055992,2015-09-26,"Soseaua Voinea, Targu Lapus, 689470",0766 941 938,4b:e5:4a:16:28:b8,15.1.238.172,RO88SZAV9432500520454736,2025-05-12 12:42:26,16446,915,551,1855048,cb34c1cf-5f55-4146-af64-8def1cc17b90
Horia Oprea,horiaoprea,horiaoprea@acasa.ro,4381108335628,2015-12-09,"Strada Mocanu, Nadlac, 191067",0743 510 384,90:df:e4:31:88:0b,46.34.201.114,RO55MNZX2800165928760373,2025-05-12 12:42:26,20860,347,653,1588093,41229fe6-c4d8-42e2-9320-01090e7f4d49
Caius Eftimie,caiuseftimie,caiuseftimie@zzup.ro,1780418212661,1987-02-13,"Soseaua Diaconu Nr. 127 Bl. 81  Sc. 75 Ap. 475, Turnu Magurele, 879391",0744 636 599,b5:0a:48:95:cb:fd,178.242.38.180,RO23UIWO0824493797004568,2025-05-12 12:42:26,27477,47,550,1239306,5775e086-0ee4-48a0-871c-1f63f873be53
Emilian Voinea,emilianvoinea,emilianvoinea@zzup.ro,3470507363375,1938-03-16,"Aleea Gențiana Stoica Nr. 669, Straja, 541696",0735 387 138,27:e1:9e:51:a6:51,38.57.67.84,RO31YXGX3915345873034497,2025-05-12 12:42:26,35257,128,750,341221,af410910-8a08-483d-ab58-2a669fa1553c
Mugur Florea,mugurflorea,mugurflorea@kappa.ro,2710506233171,1910-04-16,"Aleea Ioniță, Modelu, 333136",0725 576 810,e1:a4:d5:61:37:c8,7.224.6.46,RO75IALU2082209461701255,2025-05-12 12:42:26,35023,32,62,1184862,7bba19ae-c0d2-40b7-8173-3638c54cdd54
Viviana Ene,vivianaene,vivianaene@gmail.com,2471102309648,2017-11-15,"Drumul Nistor, Bragadiru, 447008",0238 291 508,0c:52:d9:08:de:4b,108.4.27.244,RO03DQDX6669867490842476,2025-05-12 12:42:26,28058,957,383,1310572,ac6370fc-062b-44f7-b58f-f7d345d4608a
Savina Niță,savinaniță,savinaniță@gmail.com,5140412274968,2011-04-20,"Aleea Tiberiu Stănescu Nr. 658 Bl. 81  Sc. 88 Ap. 511, Darabani, 942652",0750 319 281,5f:91:4e:e7:d1:78,48.86.252.93,RO74CWAZ8887053753286749,2025-05-12 12:42:26,16752,57,749,381539,535e61f7-413f-4e1a-82fb-26c3682d27b2
Severin Manole,severinmanole,severinmanole@gmail.com,6910514077144,1930-08-27,"Strada Fabian Mocanu, Rovinari, 776561",0262 583 840,a1:d1:bf:91:e6:82,134.72.53.8,RO09QQFC4069617018417261,2025-05-12 12:42:26,7973,736,39,943412,cc3f09af-2733-4ece-bd1c-d4e7710c17e4
Daiana Dobre,daianadobre,daianadobre@acasa.ro,6111024298569,1957-10-31,"Bulevardul Dima Nr. 845 Bl. 43  Sc. 81 Ap. 284, Vulcan, 912429",0768 025 525,3f:47:ea:c0:b7:9a,8.16.223.24,RO66QVOV4591682176428845,2025-05-12 12:42:26,17925,234,312,699448,5b35c6c9-3b46-4b99-9e0f-488f082f1961
Patricia Niță,patricianiță,patricianiță@zzup.ro,7420928142497,1973-07-26,"Bulevardul Aanei Nr. 92 Bl. 81  Sc. 11 Ap. 235, Bacau, 776002",0236 397 143,ae:a1:9f:c8:06:16,141.64.30.249,RO49DSSU2343271050089503,2025-05-12 12:42:26,34402,999,732,556611,896795b4-e4d7-4744-b1e7-a7e8c7b72bab
Diana Nistor,diananistor,diananistor@zzup.ro,2370430320511,1916-01-15,"Aleea Ionescu Nr. 616 Bl. 56  Sc. 95 Ap. 666, Peretu, 840329",0238 345 439,39:25:f8:57:45:00,147.166.142.44,RO34GXEC3018652478078637,2025-05-12 12:42:26,8612,348,611,326345,787c61fe-4f15-4db1-b591-ecb2c1a951e1
Dan Stan,danstan,danstan@acasa.ro,8451013048296,1940-05-29,"Strada Adelina Nistor, Ocna Mures, 544587",0747 701 844,94:de:9a:fb:53:f0,214.212.118.10,RO37WRFH0992706327767158,2025-05-12 12:42:26,26553,644,342,1600428,1779caaa-4cc5-4b50-abb7-b9ed82e9c5e5
Sinică Stoica,sinicăstoica,sinicăstoica@gmail.com,8910422035109,1918-04-13,"Bulevardul Iacob Eftimie, Fagetel (Remetea), 251818",0262 011 308,c2:12:20:06:5c:15,12.49.23.149,RO69GBTL7165782065093023,2025-05-12 12:42:26,7574,571,639,1413233,bb7349e3-b6d6-45cb-a672-bd7a538941e7
Iurie Aanei,iurieaanei,iurieaanei@post.ro,5941101134190,2022-01-08,"Bulevardul Ludovic Stan Nr. 578 Bl. 92  Sc. 87 Ap. 580, Floresti, 685363",0239 329 074,35:95:ca:14:a7:ea,190.187.32.130,RO51GFAZ2364998690500120,2025-05-12 12:42:26,6359,807,440,96199,189d6754-77f5-496e-b84d-2ae2df35990f
Gabi Georgescu,gabigeorgescu,gabigeorgescu@post.ro,5300423364779,1961-10-18,"Bulevardul Gheorghiu Nr. 692 Bl. 68  Sc. 60 Ap. 383, Negresti, 638581",0772 459 249,85:70:f0:41:ae:63,83.67.15.202,RO36GWWX8859471464096481,2025-05-12 12:42:26,4426,185,783,571244,402ebed3-be98-4c6d-8d9d-d6f551069a20
Tania Dima,taniadima,taniadima@acasa.ro,6750729210880,1937-12-02,"Bulevardul Toma Nr. 27, Alesd, 350686",0725 923 294,74:9f:92:59:5a:b6,113.236.223.12,RO44LYGT6091765394530575,2025-05-12 12:42:26,24128,657,358,1179235,12e69453-cd23-49cb-9a0c-bc6fdf9898ae
Geanina Stan,geaninastan,geaninastan@kappa.ro,6500412515526,1939-02-13,"Bulevardul Renata Diaconu Nr. 74, Sandominic, 943802",0758 109 465,39:29:02:9d:b4:d8,123.95.57.43,RO76DKDG8798480600603802,2025-05-12 12:42:26,13370,750,506,856119,eb0cc699-9685-4230-a171-11c304e549e7
Valentina Mocanu,valentinamocanu,valentinamocanu@gmail.com,8400826137436,2014-01-20,"Strada Toma Nr. 65, Oravita, 848427",0723 015 146,ab:3f:86:aa:0f:cb,128.211.229.54,RO48PQVT1708505986014158,2025-05-12 12:42:26,35674,718,454,1221310,38afc8db-49c3-4ecc-af7c-76d7b02ea2dd
Sabrina Dobre,sabrinadobre,sabrinadobre@acasa.ro,8411126190301,2022-06-08,"Soseaua Gheorghe Florea, Slobozia, 164887",0233 930 470,e4:d9:32:85:2a:a4,187.250.206.196,RO03NTXB2045236831926928,2025-05-12 12:42:26,12076,93,689,783225,dad19add-ff1f-4a96-b0f0-4219b418037e
Codruța Florea,codruțaflorea,codruțaflorea@kappa.ro,2320308516927,1926-08-18,"Soseaua Dochioiu, Raducaneni, 783527",0726 644 581,a7:4a:23:45:54:cc,93.89.49.67,RO08TUNB5599909293245003,2025-05-12 12:42:26,26741,464,123,489427,eadfe3a5-74ee-44df-a14b-95d9f44109a5
Sidonia Dumitrescu,sidoniadumitrescu,sidoniadumitrescu@post.ro,2280406196751,1915-11-06,"Intrarea Nistor Nr. 725, Pucioasa, 930677",0764 981 958,91:a4:43:35:72:ea,138.65.200.186,RO19BWUL3343232019868493,2025-05-12 12:42:26,28436,399,797,776261,a904ef5b-837c-4dc2-acab-ecbb62d06c2d
Ghiță Stan,ghițăstan,ghițăstan@gmail.com,2290101061870,1935-02-20,"Aleea Ene Nr. 243, Breaza de Sus, 391559",0260 329 436,16:fd:7d:50:22:01,93.37.5.247,RO60HQTM2641167472123648,2025-05-12 12:42:26,32967,764,94,1660542,42ad0216-f1a5-4fa7-b7ef-d24bc3411da9
Emanuel Manole,emanuelmanole,emanuelmanole@acasa.ro,7610204527181,1993-10-22,"Bulevardul Lăcrămioara Manole, Buzau, 371783",0744 791 165,5e:f9:6d:cf:60:ef,109.54.61.203,RO18OFTX1703575260877022,2025-05-12 12:42:26,6793,899,569,357885,d17f69aa-89bf-41d6-a201-f3e811ee4b67
Safta Diaconescu,saftadiaconescu,saftadiaconescu@141.ro,1530717364611,1965-12-17,"Bulevardul Suciu Nr. 23 Bl. 19  Sc. 49 Ap. 423, Siret, 613699",0729 443 549,0f:20:0a:e5:08:5b,111.13.76.205,RO21RIZW4245635983938322,2025-05-12 12:42:26,22035,518,8,174509,c11365c9-3f22-413c-87f1-2811576c6d28
Cornelia Stan,corneliastan,corneliastan@gmail.com,4870113517946,1939-09-30,"Drumul Anghel Pop Nr. 418 Bl. 58  Sc. 42 Ap. 714, Iasi, 588075",0768 473 698,f9:8c:0c:b9:6b:f1,26.79.138.139,RO61QTUZ1528547079242562,2025-05-12 12:42:26,1058,196,429,1846490,1add97cb-1fdc-4bd2-8db7-d77819cec8b2
Nicu Stănescu,nicustănescu,nicustănescu@gmail.com,2651002440525,2022-04-14,"Aleea Marian Ioniță, Buhusi, 568892",0746 689 027,ee:61:d0:0f:e8:8b,130.31.195.150,RO64KMFH4986638493231496,2025-05-12 12:42:26,35551,493,645,644527,a30202e2-cb16-419e-9f9e-08c478cdb28e
Adelina Tabacu,adelinatabacu,adelinatabacu@acasa.ro,2500102197569,1992-03-01,"Bulevardul Suciu Nr. 609 Bl. 23  Sc. 53 Ap. 336, Fundeni, 638478",0730 174 323,9c:9d:ab:2e:c7:c3,199.113.101.226,RO42UAKA2162211897842335,2025-05-12 12:42:26,8625,39,597,131161,f2897671-6d6d-45d7-86ba-776b1521a591
Simion Niță,simionniță,simionniță@kappa.ro,4450302164761,2013-07-01,"Strada Stănescu Nr. 612, Barlad, 956464",0257 777 849,c3:fa:46:6d:91:05,120.3.0.1,RO11UTGZ3691516853067726,2025-05-12 12:42:26,2083,103,411,1991816,502f4de6-457f-4c64-8f8b-554975b42bfd
Matilda Pop,matildapop,matildapop@gmail.com,5270722066524,1934-11-07,"Strada Florea Nr. 585 Bl. 64  Sc. 67 Ap. 189, Arbore, 366946",0244 531 749,53:ac:a3:0e:0b:6f,117.44.201.238,RO96RZHK1893017802065210,2025-05-12 12:42:26,10134,54,737,862748,a1618c1e-6e5c-4266-a459-508a5450677d
Costin Ababei,costinababei,costinababei@post.ro,3870120068074,2018-06-20,"Soseaua Ioanina Stoica Nr. 82, Siret, 500194",0737 002 882,a4:50:25:75:5c:f5,3.0.164.72,RO27ZWNF6503084752000204,2025-05-12 12:42:26,15941,440,422,1713717,f674f1b7-90d1-455b-931d-2ee2b367a8a3
Anca Stoica,ancastoica,ancastoica@email.ro,4261215122077,1919-04-25,"Bulevardul Raluca Stan Nr. 658, Tecuci, 152902",0262 782 527,48:a3:e7:6d:b7:70,43.224.155.83,RO69UKKX0726664384220175,2025-05-12 12:42:26,33481,833,426,745024,f9314442-9ead-4c4d-828b-dee6e54ed2bc
Dimitrina Ardelean,dimitrinaardelean,dimitrinaardelean@acasa.ro,7750512264948,1915-04-06,"Strada Stan, Pancota, 236031",0263 470 769,9a:32:36:da:28:c9,9.1.178.55,RO68NBOA0184194456423184,2025-05-12 12:42:26,23830,509,504,1832210,e235d3e6-1783-478f-a162-0923927ad08f
Damian Gheorghiu,damiangheorghiu,damiangheorghiu@141.ro,2670224436229,2005-11-19,"Strada Niță Nr. 865, Straja, 676840",0753 701 404,61:e6:7d:23:34:5c,68.64.243.177,RO28ACSJ0844388778757617,2025-05-12 12:42:26,31331,440,146,1835762,68bdb43c-0ca2-4013-bde2-1158cb68d0e2
Olimpia Tabacu,olimpiatabacu,olimpiatabacu@post.ro,4171215259780,1959-03-24,"Drumul Gheorghe Ababei, Constanta, 462277",0728 143 440,3b:25:65:1a:29:b8,211.123.27.135,RO89KBOL9179638079614328,2025-05-12 12:42:26,25797,383,219,567766,cf8ab94d-e0d3-4818-b7b0-23a77a6820d7
Nicodim Pop,nicodimpop,nicodimpop@141.ro,4170201173272,1940-04-06,"Strada Gheorghiu, Alba Iulia, 176771",0256 148 816,59:a3:82:50:7f:02,66.141.138.159,RO11HMGK0232559096536608,2025-05-12 12:42:26,24512,595,136,195608,1b854b80-9d4b-413d-8ced-c14207368bad
Marinela Tabacu,marinelatabacu,marinelatabacu@gmail.com,8121220108305,1911-01-26,"Strada Pop Nr. 65, Odobesti, 974818",0723 368 858,6d:13:30:79:ac:ae,53.151.89.6,RO02LYKJ2243373140297302,2025-05-12 12:42:26,24134,938,116,825403,4e573b2f-7b07-404b-be09-ee79370e6e99
Codruț Stan,codruțstan,codruțstan@acasa.ro,5420906261611,2018-02-17,"Soseaua Niculiță Stoica Nr. 983 Bl. 80  Sc. 65 Ap. 173, Santana, 394240",0723 999 716,e1:75:af:5b:f1:d2,50.178.101.71,RO67QFZX0147633455878801,2025-05-12 12:42:26,22681,41,723,208574,94f1484d-2aa3-4b32-8279-22df3024678b
Gabriel Oprea,gabrieloprea,gabrieloprea@zzup.ro,4330514228911,1923-06-26,"Strada Ivan Pușcașu, Brasov, 601649",0253 271 224,70:ea:86:1b:4c:e2,1.27.75.207,RO25JMLY9517614666022734,2025-05-12 12:42:26,3722,92,325,663479,6cb9b1a7-ab58-4887-b54f-e3d7ef50f733
Călin Tudor,călintudor,călintudor@kappa.ro,3350731512661,1982-10-23,"Aleea Stancu Nr. 281, Pechea, 187108",0233 117 807,16:ff:7a:11:0d:d1,15.66.156.45,RO31AKYV6466709517837588,2025-05-12 12:42:26,29894,585,74,824879,67043d5c-19a8-430c-89bb-6d09b17d3ce6
Jasmina Stoica,jasminastoica,jasminastoica@zzup.ro,5850916019317,1930-01-25,"Drumul Dumitra Popescu, Slatina, 645991",0772 291 690,c8:c8:a0:3f:5d:43,46.222.242.176,RO42ATLU8422490542204499,2025-05-12 12:42:26,4821,251,53,1832886,6c27e38c-1edb-4e88-83e1-a6715dd38c76
Gelu Eftimie,gelueftimie,gelueftimie@gmail.com,5340721180767,1951-04-02,"Intrarea Dan Ardelean, Harsova, 284443",0758 313 469,f9:0d:f8:b6:ad:3b,200.115.241.191,RO64OTUB1193152160564106,2025-05-12 12:42:26,15147,793,700,1726000,af9568db-8211-4fed-a24f-2c25635cc5af
Ladislau Dochioiu,ladislaudochioiu,ladislaudochioiu@gmail.com,4910612226422,1979-11-29,"Aleea Suciu, Mogosoaia, 902449",0729 774 747,b8:06:94:5e:24:c1,65.93.64.134,RO20KELU4531359316488349,2025-05-12 12:42:26,2611,186,345,999701,8603e843-b5a5-4e82-9a2f-ed295337e381
Giorgiana Barbu,giorgianabarbu,giorgianabarbu@email.ro,4960812194175,2011-04-08,"Strada Ilinca Dochioiu, Mioveni, 256152",0263 924 857,82:1a:ff:a9:65:77,37.47.92.251,RO51KGKN0094140909790499,2025-05-12 12:42:26,3292,811,263,1342103,095f5ed6-6fa2-4b36-8174-64a62473ee9e
Laurențiu Gheorghiu,laurențiugheorghiu,laurențiugheorghiu@post.ro,7731211017051,1950-06-25,"Aleea Daniel Dinu Nr. 719, Siret, 317592",0721 736 545,56:39:24:a4:b7:b9,41.185.106.213,RO91AUOC4304415668809857,2025-05-12 12:42:26,9942,513,105,1098356,38dc77c2-dc4f-4ce2-a8ea-5524c9136fbd
Nicușor Dobre,nicușordobre,nicușordobre@email.ro,2730405410576,1991-10-12,"Intrarea Voinea Nr. 180 Bl. 34  Sc. 36 Ap. 302, Targu Frumos, 875948",0248 103 144,93:44:34:5a:20:a5,77.203.180.251,RO57TEBC2478680664053727,2025-05-12 12:42:26,29286,400,433,1872659,b1494e0a-a35c-4260-bfdb-4f6ce8b418f9
Oliviu Preda,oliviupreda,oliviupreda@zzup.ro,6991231383840,1948-05-30,"Soseaua Tiberiu Marin Nr. 53 Bl. 30  Sc. 17 Ap. 357, Ruscova, 174273",0769 249 134,49:37:ab:5f:80:79,124.89.217.211,RO62VHUD2196492178691479,2025-05-12 12:42:26,34525,862,464,905483,a68bb5ca-2c3a-4c4a-86ce-4a7ec185cac0
Nicolae Dochioiu,nicolaedochioiu,nicolaedochioiu@kappa.ro,8931018256300,1921-06-14,"Drumul Tomescu Nr. 12, Sabaoani, 418333",0760 197 120,7b:18:56:5b:cb:88,114.8.251.51,RO12BUKU2721541965887429,2025-05-12 12:42:26,16811,425,665,1428401,f280639f-9a79-4fe1-bcb3-44f87b0d05a1
Monalisa Dochioiu,monalisadochioiu,monalisadochioiu@gmail.com,7140302293746,1995-02-24,"Drumul Mocanu Nr. 832 Bl. 38  Sc. 99 Ap. 349, Marginea, 353785",0262 958 223,ba:12:4d:4e:d5:f8,52.238.105.121,RO86DMKK5063310999034940,2025-05-12 12:42:26,22641,499,355,218887,1cbf4ded-670b-481e-9a8d-9027a3c3d98d
Liviu Nistor,liviunistor,liviunistor@post.ro,6270823251541,1940-05-09,"Bulevardul Andrian Tomescu, Bocsa, 445767",0254 321 456,f1:76:42:c6:47:6a,125.192.241.236,RO28IFTE7852637103713307,2025-05-12 12:42:26,27816,812,611,731939,198f0863-6d18-4b8f-94cb-ef5337feaeaf
Geta Oprea,getaoprea,getaoprea@kappa.ro,3500304461222,2010-12-20,"Drumul Voinea Nr. 52, Avrig, 666838",0769 519 516,12:12:d3:fd:5d:77,185.104.51.194,RO71QFAP1346961099724221,2025-05-12 12:42:26,23212,713,584,1121772,ffc4ed13-e60a-4c0f-96c1-4601c2e8ff09
Florina Marin,florinamarin,florinamarin@email.ro,4360821314461,1946-12-17,"Drumul Manole Nr. 13, Calafat, 362156",0788 108 796,6c:dc:d9:70:55:96,39.126.87.174,RO40MWVG4257910926848443,2025-05-12 12:42:26,4383,191,126,1595545,5f0b3a0b-df19-49b7-906d-8d9cc415bc0f
Laurenția Eftimie,laurențiaeftimie,laurențiaeftimie@post.ro,4850502526730,1940-04-02,"Intrarea Emilia Manole Nr. 171, Sandominic, 899965",0732 428 670,5f:bd:40:9e:d2:ea,62.60.3.112,RO90NMGN5968857674051689,2025-05-12 12:42:26,30536,148,247,1539954,e2094077-0c8e-4f8e-8a0a-49641707b6e0
Ruxanda Preda,ruxandapreda,ruxandapreda@kappa.ro,5090426284253,1918-10-07,"Drumul Oprea, Pantelimon, 496262",0249 659 907,46:56:96:ed:3c:54,54.62.191.227,RO74TVKJ8663351022976507,2025-05-12 12:42:26,29440,554,44,889499,0b67b56f-ebfc-45a6-91de-6fe0ea457820
Dana Tabacu,danatabacu,danatabacu@gmail.com,1170930384012,1918-09-03,"Bulevardul Marin Nr. 264 Bl. 43  Sc. 70 Ap. 984, Pogoanele, 437983",0746 936 117,4b:81:25:2a:d1:8c,8.140.101.248,RO08HGRE4851778702927561,2025-05-12 12:42:26,12194,530,404,1266956,23b32aea-c29e-4d58-a90d-11914e5be161
Cornel Stoica,cornelstoica,cornelstoica@post.ro,1301029441154,1969-08-18,"Aleea Gheorghe Florea Nr. 567, Vlahita, 911570",0237 990 682,4e:25:b6:c0:5e:d2,123.85.102.114,RO70UMFR6690617375772152,2025-05-12 12:42:26,22481,429,154,1838674,a25b5225-6e48-476f-8274-01ae88fefb36
Dimitrina Eftimie,dimitrinaeftimie,dimitrinaeftimie@gmail.com,1720823290313,1931-01-24,"Strada Nistor Nr. 69 Bl. 19  Sc. 33 Ap. 824, Corabia, 739580",0266 585 307,50:e3:85:5f:ae:71,37.71.212.202,RO17KZIS0809670595281707,2025-05-12 12:42:26,9049,748,675,108827,40f6dfa4-4023-48b5-a9db-cac784881a8e
Izabela Florea,izabelaflorea,izabelaflorea@post.ro,6670610251773,1979-03-31,"Intrarea Silvana Ababei Nr. 20, Rosiori de Vede, 491058",0763 998 185,b6:66:15:5d:35:55,83.82.223.192,RO59VSXE7499723422375210,2025-05-12 12:42:26,14759,242,207,1538829,bbeab74d-2fe8-404c-8064-e84bc15d339e
Arsenie Mocanu,arseniemocanu,arseniemocanu@141.ro,6400313468681,1949-06-17,"Aleea Gheorghiu, Zalau, 422071",0735 086 400,7d:81:e8:82:0a:d0,107.6.208.115,RO36XYJH8943245174149628,2025-05-12 12:42:26,4401,452,169,1100617,ed23dead-fd0a-4f73-ac3b-787ec9e9d491
Atena Nistor,atenanistor,atenanistor@141.ro,5580618393334,1927-10-30,"Strada Emanuil Manole Nr. 751, Anina, 153814",0760 956 241,bb:81:56:c2:fe:27,72.113.210.4,RO39PLHD3637614559396709,2025-05-12 12:42:26,13245,431,309,1020369,9f687c1b-2be7-46e7-9905-727679232cc2
Catrinel Dima,catrineldima,catrineldima@zzup.ro,2500204100746,1992-03-10,"Soseaua Ștefana Gheorghiu Nr. 96, Alba Iulia, 308834",0711 405 755,22:d3:1a:92:63:fa,43.47.2.181,RO06LUAZ5419770834495645,2025-05-12 12:42:26,23476,920,82,285946,ecfc8883-2939-4c11-b177-ca94c7a1ca07
Flora Florea,floraflorea,floraflorea@141.ro,7290130126253,1924-03-22,"Aleea Dimitrina Diaconescu, Craiova, 366803",0236 862 241,1f:ff:95:29:fe:48,4.203.126.195,RO08SGXC2141898752017494,2025-05-12 12:42:26,18057,0,472,1716978,16a9fd29-0643-4bc6-875f-5a8aefb9fbdc
Traian Manole,traianmanole,traianmanole@141.ro,4921208058432,1977-05-21,"Aleea Aglaia Tabacu Nr. 383 Bl. 30  Sc. 97 Ap. 324, Simeria, 980784",0756 638 022,15:69:0a:56:7f:71,180.33.151.185,RO58NXFD8269220424583807,2025-05-12 12:42:26,14387,3,197,1133020,2518f494-1317-4699-8d34-6c158da1074c
Bianca Nistor,biancanistor,biancanistor@141.ro,4110810012999,1933-06-30,"Intrarea Stan, Oradea, 946829",0752 025 739,cc:39:bd:53:be:8e,179.75.189.95,RO85WUKO6138795486461874,2025-05-12 12:42:26,15250,972,60,95670,49c338f5-b4a4-4087-8d31-afdcc868e97b
Paraschiva Toma,paraschivatoma,paraschivatoma@zzup.ro,6570402272241,1915-12-16,"Intrarea Manole, Ruscova, 901638",0770 049 836,13:1b:df:ed:73:fd,94.53.239.124,RO41MBTA3987075891440935,2025-05-12 12:42:26,25081,753,456,827269,87fac687-fe77-48c1-b4ce-895d902774fa
Leontin Diaconescu,leontindiaconescu,leontindiaconescu@acasa.ro,7210326025233,2014-03-13,"Intrarea Francesca Tabacu Nr. 687 Bl. 94  Sc. 91 Ap. 740, Otopeni, 166011",0231 420 257,bc:f0:2e:ec:1f:3a,201.255.28.162,RO24IMBN3796207580750255,2025-05-12 12:42:26,13718,377,613,1246777,9a3d5827-2178-407e-b79e-bd5aa55f3c5d
Norman Ene,normanene,normanene@email.ro,2851123217957,1909-07-06,"Strada Gheorghiță Stoica, Otopeni, 185699",0240 424 902,0a:13:0a:07:05:74,218.215.231.255,RO45TBCJ6283053048263440,2025-05-12 12:42:26,33528,112,615,265858,2122f867-afdb-452a-b6eb-fa710abcdb51
Barbu Nemeș,barbunemeș,barbunemeș@kappa.ro,5380729423169,1992-07-01,"Intrarea Suciu, Babadag, 818050",0249 350 778,75:5e:0a:1e:a1:cf,30.106.161.124,RO11RBZU7372681966180088,2025-05-12 12:42:26,19681,498,98,1758775,e0b71aa9-6870-4943-98d8-0a492789997a
Ramona Toma,ramonatoma,ramonatoma@acasa.ro,2660201358436,1952-08-11,"Strada Relu Suciu, Strehaia, 266734",0248 112 593,fe:a2:08:6f:8a:35,11.225.192.230,RO05DTHY4863232736447986,2025-05-12 12:42:26,12425,999,49,1666334,a06d43d2-4f11-4c03-90a9-ca60e468586c
Loredana Diaconu,loredanadiaconu,loredanadiaconu@kappa.ro,5841129170156,1921-08-17,"Bulevardul Renata Dochioiu Nr. 35 Bl. 54  Sc. 92 Ap. 663, Targu Secuiesc, 567866",0764 387 598,2e:a6:82:be:82:4a,132.12.173.236,RO22BFNU2678438311797994,2025-05-12 12:42:26,23884,874,565,755407,86f81d53-265a-4eae-a4cf-1215b6d1c213
Ianis Ardelean,ianisardelean,ianisardelean@post.ro,8910709019872,1914-09-25,"Strada Barbu, Sacueni, 722508",0260 892 521,ec:4f:5d:39:8f:75,15.215.9.195,RO87IAFS0782928419669471,2025-05-12 12:42:26,25462,954,297,1329562,b3e4c929-0943-4228-b313-abb63798e2fa
Constanța Niță,constanțaniță,constanțaniță@gmail.com,4850719081355,1922-05-15,"Bulevardul Oprea Nr. 890, Falticeni, 827818",0231 124 656,5c:09:08:13:92:fe,89.212.173.250,RO56EYXX2378572582491548,2025-05-12 12:42:26,7807,522,466,1043890,dcf00ccf-9098-45dd-a8df-0781da9c789a
Nechifor Nemeș,nechifornemeș,nechifornemeș@kappa.ro,5120128230296,1985-08-08,"Intrarea Pușcașu Nr. 453 Bl. 76  Sc. 34 Ap. 425, Motru, 594998",0741 248 028,30:83:bc:f4:df:e2,42.216.133.191,RO44QRUH2484590114797845,2025-05-12 12:42:26,22515,42,763,949769,fe886a0e-c8ec-4b03-9e5e-8461ecbc9945
Consuela Toma,consuelatoma,consuelatoma@post.ro,6170919266791,2013-09-19,"Soseaua Loredana Barbu Nr. 321 Bl. 99  Sc. 99 Ap. 167, Boldesti-Scaeni, 738422",0253 527 900,ab:df:4f:fd:b8:bf,57.73.252.174,RO82VMQL7831548339373222,2025-05-12 12:42:26,20641,923,632,419574,6820448e-32cb-45da-a393-00d67b72b09c
Letiția Barbu,letițiabarbu,letițiabarbu@gmail.com,1930212331191,2017-10-23,"Strada Stoica Nr. 460 Bl. 66  Sc. 40 Ap. 702, Roseti, 912192",0735 672 445,d1:a9:12:73:4a:9e,80.23.241.191,RO29GANS1655123752911817,2025-05-12 12:42:26,8015,219,153,19030,ffea5da6-f9a6-4b55-b73d-d9ceaddd5626
Elodia Preda,elodiapreda,elodiapreda@post.ro,4330906085366,1971-10-13,"Bulevardul Preda Nr. 188, Mioveni, 948079",0264 944 150,5f:30:37:08:28:a8,84.139.160.156,RO78SIZK3086173619817025,2025-05-12 12:42:26,31710,41,124,183829,c4aea3f2-7b24-44c8-9325-dc5f79777152
